nome,cpf,idade,data,endereco,estado,pais,salario,nivel_educacao,numero_filhos,estado_civil,anos_experiencia,area_atuacao
Emanuel Carvalho,635.240.798-65,19,2004-12-29,"Avenida Moreira, 78
Esplanada
59734-391 das Neves da Prata / SE",Pará,Brasil,5087.61,Ensino Médio,1,Casado,1,Comércio
Maria Fernanda da Paz,061.497.835-10,48,1975-06-09,"Núcleo Sofia Pinto, 30
Barão Homem De Melo 3ª Seção
10741-799 Pires / PI",Santa Catarina,Brasil,4337.08,Ensino Médio,1,Divorciado,3,Educação
Lívia da Mota,396.815.027-95,30,1993-07-30,"Praia Carvalho, 62
Oeste
17913-594 Pinto Grande / DF",Maranhão,Brasil,7207.15,Ensino Médio,1,Solteiro,0,Tecnologia
Vitor Silva,107.834.952-50,37,1986-08-19,"Distrito de Ferreira, 37
Mangueiras
11101393 Cardoso / AP",Mato Grosso do Sul,Brasil,10303.57,Ensino Superior,0,Casado,19,Comércio
Enzo Gabriel Ferreira,923.768.150-02,84,1940-02-07,"Aeroporto Carolina Fernandes, 83
São Gabriel
12388241 Nogueira / PB",Piauí,Brasil,2359.41,Ensino Fundamental,3,Casado,40,Comércio
Dra. Maitê Santos,128.064.953-42,26,1997-05-06,"Sítio Luiz Otávio Rodrigues, 14
Confisco
61235948 Porto do Norte / AM",Amapá,Brasil,6217.9,Ensino Médio,0,Solteiro,6,Saúde
Matheus Fernandes,420.135.976-06,44,1979-06-07,"Praia de da Mata
Vila Paquetá
74165-198 Nascimento / SC",Paraná,Brasil,5838.2,Ensino Superior,1,Casado,4,Indústria
João Vitor Sales,156.038.792-03,41,1983-04-06,"Colônia Correia, 94
Paulo Vi
93978-800 Rocha da Mata / RO",Roraima,Brasil,4265.41,Ensino Fundamental,0,Divorciado,6,Indústria
Joaquim Gonçalves,362.091.745-07,30,1994-03-10,"Pátio de Pinto, 43
Glória
79213-772 Fogaça / AM",Santa Catarina,Brasil,4431.76,Ensino Médio,0,Solteiro,2,Indústria
Sr. Yuri Martins,657.214.903-06,60,1963-05-21,"Ladeira de Dias
Vila Fumec
04045-898 Gomes / AP",Paraíba,Brasil,8616.62,Ensino Médio,2,Casado,28,Indústria
Joana Aragão,781.564.230-62,27,1996-08-22,"Núcleo da Mata, 431
Estrela Do Oriente
09355684 da Rosa / MS",Maranhão,Brasil,4152.53,Ensino Médio,0,Casado,5,Comércio
Srta. Amanda Campos,926.381.047-87,63,1960-11-15,"Residencial de Oliveira, 747
Boa União 2ª Seção
30939353 Duarte de Nunes / PE",São Paulo,Brasil,9375.34,Ensino Superior,2,Solteiro,5,Educação
Sophie Costa,169.758.234-64,26,1997-07-12,"Favela de Correia, 560
Santa Branca
11718-560 Azevedo / MS",Piauí,Brasil,6948.01,Pós-graduação,0,Solteiro,7,Educação
Ryan Santos,184.025.763-62,27,1996-04-19,"Rua de Carvalho, 96
Biquinhas
60365792 Barros / PA",Acre,Brasil,3224.54,Ensino Médio,0,Casado,2,Indústria
Sra. Alexia Pereira,894.630.725-00,58,1965-06-16,"Jardim Viana, 39
Alto Caiçaras
78241-833 Cardoso de Goiás / DF",Paraíba,Brasil,7746.52,Ensino Fundamental,0,Casado,34,Tecnologia
Otávio Gonçalves,108.364.795-48,52,1971-06-25,"Campo Rezende, 58
Conjunto Novo Dom Bosco
48008998 Rodrigues Paulista / PB",Santa Catarina,Brasil,10907.76,Ensino Superior,2,Casado,0,Tecnologia
Davi Mendes,357.814.690-01,44,1979-11-06,"Vereda Cunha, 57
Santa Isabel
80946472 Rezende do Amparo / TO",Rio Grande do Norte,Brasil,7140.97,Ensino Médio,0,Casado,14,Saúde
Stella Moraes,863.514.072-90,20,2003-09-28,"Vila de Rocha, 39
Nossa Senhora Da Conceição
05291515 da Conceição de Goiás / MA",Rio de Janeiro,Brasil,7817.11,Ensino Médio,3,Casado,2,Tecnologia
Rafael Vieira,219.703.564-99,34,1989-09-28,"Residencial de Cardoso, 60
Penha
74976045 Barbosa de Minas / SC",Pará,Brasil,2500.81,Ensino Fundamental,0,Casado,5,Indústria
Francisco Melo,438.152.706-26,26,1998-03-28,"Alameda Gonçalves, 74
Vila Nova Gameleira 2ª Seção
03668-530 Correia da Prata / MT",Goiás,Brasil,12943.68,Pós-graduação,0,Viúvo,5,Indústria
Sr. Pietro Fogaça,409.258.316-89,19,2004-12-27,"Recanto Lima, 14
Vila Real 2ª Seção
29631-898 Cunha de Campos / AC",Goiás,Brasil,2421.77,Ensino Médio,1,Casado,1,Comércio
Ana Vitória Pereira,163.840.592-15,28,1995-07-24,"Vereda Pedro Henrique Cavalcanti, 7
Mariquinhas
25035910 Viana de Cardoso / PR",Rio Grande do Norte,Brasil,5167.52,Ensino Médio,0,Casado,5,Comércio
Valentina Martins,587.246.310-35,25,1998-08-03,"Viaduto Ramos, 104
Castelo
17007319 da Rosa Grande / PI",Espírito Santo,Brasil,2421.01,Ensino Fundamental,2,Casado,7,Educação
Marina Silva,765.109.483-20,41,1982-05-18,"Travessa de Pereira, 874
Embaúbas
32732-880 Barbosa / SP",Amazonas,Brasil,3818.91,Ensino Superior,3,Casado,6,Educação
Maria Luiza Peixoto,370.265.189-68,19,2004-07-28,"Estação Oliveira, 53
São Cristóvão
80852-979 Pires / PE",Espírito Santo,Brasil,3978.55,Ensino Médio,2,Casado,0,Indústria
Ana Lívia Jesus,506.719.823-03,22,2001-06-30,"Vereda Rocha, 37
Conjunto Providencia
08814-344 Lima / MA",Pará,Brasil,15691.2,Pós-graduação,2,Solteiro,0,Tecnologia
Bryan Correia,156.298.347-46,53,1970-08-08,"Jardim Rafaela Novaes, 18
Goiania
61688776 Rocha / BA",Pernambuco,Brasil,4235.64,Ensino Fundamental,3,Casado,12,Comércio
Lorena Dias,256.947.813-09,68,1955-06-04,"Morro Julia Rocha, 96
São Luiz
18806490 Nascimento / SC",Acre,Brasil,14286.0,Ensino Médio,0,Solteiro,36,Indústria
Carolina Souza,032.647.518-44,46,1977-07-16,"Viela Vitor Gabriel Correia, 19
Vila Independencia 3ª Seção
89382-466 Almeida do Oeste / RR",Mato Grosso do Sul,Brasil,3538.08,Ensino Médio,0,Casado,1,Indústria
Helena Ramos,539.648.701-10,35,1989-03-18,"Praia Nunes, 67
Alto Caiçaras
10779-705 Moura / SP",Paraná,Brasil,10678.78,Ensino Superior,0,Casado,6,Tecnologia
João Cunha,075.913.864-84,45,1978-11-02,"Parque de da Cruz, 65
Diamante
97856-807 Cunha de Goiás / GO",Maranhão,Brasil,16389.45,Pós-graduação,2,Casado,14,Educação
Sr. Lucas Alves,027.594.683-56,22,2001-10-27,"Quadra da Costa, 767
Vila Santo Antônio
31027-450 Costa do Norte / RJ",Pará,Brasil,4793.09,Ensino Superior,0,Casado,3,Comércio
Leonardo da Rosa,056.149.372-34,48,1976-03-09,"Área de da Luz, 86
Inconfidência
94002951 Pereira de Nogueira / RS",Paraíba,Brasil,4409.92,Ensino Fundamental,1,Casado,11,Educação
Maysa Pinto,093.268.571-40,59,1964-07-20,"Colônia Moura, 31
Mariquinhas
51367722 Dias do Campo / MT",Rio de Janeiro,Brasil,5486.02,Ensino Fundamental,0,Solteiro,13,Comércio
Carolina da Costa,204.856.791-67,45,1978-09-06,"Viaduto Rezende, 11
Vila Nova
30734554 Viana de Santos / PB",Amazonas,Brasil,4812.46,Ensino Médio,1,Casado,4,Saúde
Dra. Emilly Correia,213.468.975-73,38,1985-08-03,"Vale Pereira
Parque São Pedro
55092-249 Vieira / TO",Rio de Janeiro,Brasil,5801.21,Ensino Médio,2,Casado,19,Tecnologia
Amanda Aragão,960.152.738-95,48,1975-09-18,"Viaduto de da Costa, 74
Xangri-Lá
03036939 Peixoto de Caldeira / RO",Pernambuco,Brasil,7950.51,Ensino Médio,0,Casado,18,Tecnologia
Olivia Pires,897.436.015-20,18,2005-12-17,"Viaduto de Cunha, 81
Manacas
90402-142 Novaes / PE",São Paulo,Brasil,4383.0,Ensino Superior,1,Solteiro,0,Comércio
Fernando Ferreira,081.935.472-41,74,1949-07-24,"Lago de Freitas, 729
Conjunto Floramar
61746-578 Peixoto / ES",Goiás,Brasil,6022.21,Ensino Médio,1,Casado,38,Educação
Pedro Miguel Campos,604.918.273-69,35,1988-09-10,"Via de Vieira, 8
Alto Barroca
77262-317 Silveira / CE",Paraná,Brasil,9149.54,Ensino Médio,0,Casado,14,Indústria
Daniela Castro,846.975.310-00,30,1993-12-16,"Jardim Otávio Silva, 61
Lindéia
03398051 Barros das Pedras / BA",Pará,Brasil,2806.97,Ensino Fundamental,1,Casado,5,Tecnologia
Valentina Costela,059.438.761-20,64,1959-06-26,"Favela Anthony Alves, 60
Jardim Vitoria
17197-739 da Rocha / SE",Goiás,Brasil,5348.94,Ensino Superior,0,Solteiro,11,Educação
Emanuella Sales,243.069.518-98,42,1981-10-28,"Colônia Bryan Jesus
Vila Santa Rosa
55399-258 da Cunha do Sul / AP",Ceará,Brasil,4753.98,Ensino Médio,0,Casado,8,Comércio
Sr. Thiago Teixeira,597.016.823-86,18,2005-04-26,"Chácara de Fernandes, 22
Acaiaca
58102-574 Caldeira / SP",Alagoas,Brasil,4389.96,Ensino Médio,0,Casado,0,Indústria
Pedro Miguel da Cruz,129.048.376-04,59,1964-05-13,"Praça das Neves, 52
Silveira
75184608 Lima / AC",Amapá,Brasil,6652.02,Ensino Fundamental,1,Casado,20,Saúde
Dra. Clara Melo,320.876.149-03,24,2000-03-27,"Recanto Ferreira
Saudade
89709-393 Correia / PB",Tocantins,Brasil,3178.08,Ensino Fundamental,2,Divorciado,2,Indústria
Alana Novaes,384.109.567-48,18,2005-08-31,"Setor Gonçalves, 85
Califórnia
12892-160 Silva / AC",Mato Grosso do Sul,Brasil,4291.68,Ensino Médio,0,Solteiro,0,Comércio
Samuel Fogaça,816.457.920-30,63,1960-08-22,"Rodovia Enrico da Rocha, 72
Milionario
88528-905 da Paz da Mata / PI",Roraima,Brasil,14913.37,Ensino Médio,0,Casado,35,Saúde
Raquel Cavalcanti,620.715.938-12,41,1982-09-24,"Pátio Clara Nogueira, 842
Vila Coqueiral
33824417 das Neves / RN",Pará,Brasil,4622.23,Ensino Superior,1,Solteiro,12,Educação
Luiza da Rocha,420.365.178-62,52,1972-02-01,"Travessa Maria Luiza Lima, 28
Flavio De Oliveira
28468-380 da Mota de Santos / MS",Distrito Federal,Brasil,12837.38,Ensino Superior,0,Casado,32,Comércio
Sofia Campos,513.084.976-01,23,2000-12-08,"Quadra de Carvalho, 78
Leonina
07380-470 Lima / TO",Espírito Santo,Brasil,1620.68,Ensino Fundamental,1,Casado,2,Comércio
Thiago Ferreira,823.145.760-71,42,1982-04-03,"Morro Alves, 5
Vale Do Jatoba
46029-178 Barros / MT",Roraima,Brasil,6660.96,Ensino Médio,2,Solteiro,11,Indústria
Luna Nunes,148.035.796-01,59,1964-07-09,"Quadra de Sales, 87
Vila Novo São Lucas
22069801 Lima do Campo / AL",Paraná,Brasil,9547.62,Ensino Médio,0,Casado,23,Comércio
Esther Oliveira,503.479.186-20,47,1977-01-27,"Aeroporto Helena Teixeira, 10
Castelo
46269-869 Nascimento de Moreira / MG",Rio Grande do Sul,Brasil,17052.39,Ensino Superior,0,Casado,21,Tecnologia
Sr. Anthony Pinto,351.024.896-15,51,1972-07-19,"Travessa Cauê Farias, 82
Santa Terezinha
94695-064 da Luz / PB",Goiás,Brasil,5709.47,Ensino Fundamental,0,Casado,18,Comércio
Srta. Julia Silva,847.029.356-74,57,1966-07-19,"Lago Letícia Ferreira
Vila Suzana Primeira Seção
27810172 Ferreira / SP",Ceará,Brasil,5118.18,Ensino Médio,0,Casado,2,Educação
Antônio Ferreira,154.389.620-06,25,1998-10-05,"Residencial Rocha, 99
Vila São Gabriel
78676-743 Sales / MG",Pernambuco,Brasil,7879.74,Pós-graduação,1,Casado,1,Comércio
Dra. Larissa Correia,948.731.562-46,22,2001-04-13,"Conjunto de Mendes
Ambrosina
73620-486 Araújo de Rocha / AC",Mato Grosso do Sul,Brasil,4532.74,Ensino Médio,2,Solteiro,3,Tecnologia
Larissa Castro,304.751.896-39,29,1994-11-22,"Estação de Pires, 33
Vila Nova Dos Milionarios
70500-114 Azevedo / AC",Minas Gerais,Brasil,5176.72,Ensino Médio,0,Casado,2,Educação
Enzo Caldeira,130.495.768-39,63,1960-05-24,"Rodovia de Silveira, 184
Vila Cemig
91355-051 da Luz dos Dourados / SC",Goiás,Brasil,15364.07,Ensino Superior,2,Solteiro,31,Educação
Murilo Nascimento,952.347.608-47,31,1992-05-27,"Trecho Diego da Paz, 135
Rio Branco
39334-808 das Neves / AL",Tocantins,Brasil,5728.94,Ensino Fundamental,0,Casado,5,Tecnologia
Maysa Silveira,093.612.587-02,21,2002-06-18,"Colônia de da Cunha, 88
Alto Barroca
64904-733 Martins / ES",Minas Gerais,Brasil,4911.93,Ensino Superior,0,Casado,0,Indústria
Enzo Gonçalves,542.097.386-38,20,2004-02-26,"Setor Monteiro, 52
Santa Amelia
10959970 da Mata do Galho / CE",Bahia,Brasil,7947.52,Ensino Superior,2,Solteiro,2,Comércio
Erick Mendes,295.670.184-30,21,2002-07-05,"Distrito Davi Luiz Moraes
Lourdes
80645-534 Teixeira / RS",Rio de Janeiro,Brasil,7890.16,Ensino Superior,2,Casado,1,Educação
Dr. Lucas Gabriel da Mata,294.075.368-74,26,1998-03-06,"Lagoa Castro
Conjunto Lagoa
28150-971 Almeida da Serra / SE",Alagoas,Brasil,9881.28,Ensino Superior,1,Casado,4,Comércio
Dra. Evelyn Barros,246.937.108-22,23,2001-04-06,"Viela Pedro Miguel Moreira
Havaí
92807190 Cunha do Sul / PE",Espírito Santo,Brasil,5586.95,Ensino Médio,0,Solteiro,1,Comércio
André Lima,045.761.239-80,54,1970-01-19,"Vereda Gabriela Moreira, 15
São Jorge 2ª Seção
86174323 Vieira / RJ",Paraíba,Brasil,13124.68,Ensino Superior,1,Casado,14,Saúde
Pedro Lucas Carvalho,715.239.680-95,51,1972-07-09,"Trevo Rezende, 59
Aarão Reis
44596907 Teixeira de Moura / ES",Paraná,Brasil,9932.06,Ensino Médio,1,Casado,19,Saúde
Esther Silva,015.439.726-16,60,1963-06-09,"Sítio Maitê da Conceição, 35
Alta Tensão 1ª Seção
21588160 Duarte / RN",São Paulo,Brasil,8459.32,Ensino Superior,1,Solteiro,4,Indústria
Maria Alice Silveira,875.306.429-10,31,1993-01-30,"Trevo Ribeiro, 35
Araguaia
95445037 Santos / SP",Sergipe,Brasil,7606.55,Ensino Médio,2,Divorciado,0,Saúde
Matheus Correia,207.853.691-12,41,1982-07-27,"Jardim Gustavo Melo
Aeroporto
89793630 Souza de Almeida / PE",Rio de Janeiro,Brasil,4322.93,Ensino Médio,0,Solteiro,0,Educação
Maria Fernanda Pinto,601.723.954-61,50,1973-06-01,"Morro da Cruz
Buraco Quente
19590-339 da Cunha de Minas / RN",Mato Grosso do Sul,Brasil,19731.9,Pós-graduação,0,Casado,26,Saúde
Thales Moreira,738.206.415-80,31,1993-02-09,"Alameda Breno Caldeira, 9
Bairro Das Indústrias Ii
20276308 Freitas / AP",Acre,Brasil,5257.57,Ensino Médio,1,Casado,6,Tecnologia
Carlos Eduardo Ribeiro,920.135.746-06,24,2000-01-24,"Campo Lívia da Conceição, 866
Novo Das Industrias
80867-863 Aragão da Praia / RR",Rondônia,Brasil,1768.48,Ensino Fundamental,1,Solteiro,0,Educação
Isis Cunha,486.709.153-75,35,1988-11-13,"Recanto das Neves
Cinquentenário
58215824 Novaes / RN",Sergipe,Brasil,4726.17,Ensino Fundamental,0,Casado,13,Comércio
Evelyn Jesus,879.615.204-49,48,1975-05-01,"Residencial de da Cunha, 35
Varzea Da Palma
83711-670 Moraes do Norte / AC",Pará,Brasil,7782.28,Ensino Médio,0,Divorciado,9,Educação
Clarice Araújo,319.580.726-21,18,2005-08-29,"Ladeira Heloísa Nogueira, 93
Bandeirantes
22856752 Farias / AP",Paraíba,Brasil,4855.48,Ensino Médio,1,Solteiro,0,Saúde
Leonardo Ramos,829.053.176-12,65,1958-04-14,"Trevo Aragão, 77
Bairro Das Indústrias Ii
78375943 Rocha Alegre / MT",Rio Grande do Norte,Brasil,16838.64,Ensino Superior,2,Casado,16,Saúde
Ana Porto,569.814.072-30,48,1975-09-13,"Trevo de da Conceição, 9
Vitoria
25780104 Moraes do Oeste / SP",Maranhão,Brasil,12307.0,Ensino Médio,0,Casado,17,Tecnologia
Emanuelly Barbosa,195.042.378-60,29,1994-06-21,"Vereda Cavalcanti, 7
Vila Atila De Paiva
84150-785 Pires de Barros / RO",Amapá,Brasil,2680.65,Ensino Médio,1,Casado,8,Comércio
Luigi Araújo,397.286.051-02,21,2002-05-22,"Alameda Nogueira
Marçola
14577961 da Conceição Grande / AC",Tocantins,Brasil,8404.23,Ensino Superior,0,Solteiro,1,Indústria
Lorenzo Duarte,276.895.041-67,44,1979-10-14,"Trevo de Rodrigues, 3
Anchieta
19382367 Nogueira / RR",Santa Catarina,Brasil,14544.68,Ensino Superior,0,Casado,19,Comércio
Sr. Kevin da Cruz,036.975.824-29,38,1985-05-14,"Campo Pires, 56
Vila Nova Gameleira 2ª Seção
47978214 Araújo das Pedras / PB",Sergipe,Brasil,1998.04,Ensino Fundamental,0,Casado,12,Educação
Nina Cavalcanti,927.046.153-06,63,1961-01-08,"Travessa de Caldeira, 44
Nova Cintra
48307613 da Conceição Grande / RO",Amazonas,Brasil,12222.85,Ensino Superior,3,Casado,41,Comércio
Leandro Rodrigues,926.018.734-69,62,1961-11-01,"Lago Barros
Conjunto Celso Machado
90994-023 Almeida / SP",Rio de Janeiro,Brasil,6480.73,Ensino Médio,2,Divorciado,8,Comércio
Kevin da Costa,530.697.841-00,26,1997-05-08,"Rua Lopes, 92
Alto Dos Pinheiros
29047-436 Alves / GO",Acre,Brasil,3794.06,Ensino Médio,2,Solteiro,2,Tecnologia
Paulo Cavalcanti,492.830.657-00,38,1985-09-06,"Pátio Vitor da Conceição, 4
Jardim Montanhês
89226-611 Aragão / SC",Amazonas,Brasil,8952.2,Ensino Superior,0,Divorciado,19,Educação
Dra. Joana da Mata,718.906.432-03,58,1965-07-17,"Jardim de Nunes, 18
Vila Madre Gertrudes 1ª Seção
73437880 Melo / SP",Espírito Santo,Brasil,5155.33,Ensino Fundamental,2,Solteiro,9,Comércio
Gustavo Porto,903.156.748-57,38,1986-02-03,"Esplanada Silva, 513
Urca
74144287 Barbosa da Mata / AL",Paraíba,Brasil,2610.19,Ensino Fundamental,1,Casado,3,Saúde
João da Cunha,096.342.718-04,27,1996-09-17,"Passarela Silveira, 473
Conjunto Jatoba
04615007 Fogaça / MS",Pará,Brasil,14284.65,Pós-graduação,0,Casado,2,Tecnologia
André Pinto,306.182.754-44,32,1991-09-03,"Trecho de Ribeiro, 138
Vila Maria
94572-399 Santos do Campo / RR",Maranhão,Brasil,6333.38,Ensino Médio,3,Solteiro,11,Comércio
Eduardo Dias,485.639.701-00,42,1981-06-17,"Recanto Fernandes, 333
Vila Real 1ª Seção
99688-120 Sales de Santos / RN",Sergipe,Brasil,14735.62,Pós-graduação,3,Casado,9,Comércio
Beatriz Aragão,684.503.179-75,61,1962-09-21,"Feira de Campos
Maria Virgínia
62662-736 Lopes dos Dourados / RN",Rio de Janeiro,Brasil,8029.31,Ensino Médio,1,Casado,2,Indústria
Davi Luiz Campos,691.354.702-16,28,1995-09-11,"Esplanada Melissa Gonçalves, 68
Jardim Vitoria
74577-307 Farias do Oeste / RR",Paraíba,Brasil,8236.51,Ensino Superior,1,Solteiro,1,Saúde
Sr. Theo da Cruz,703.864.125-53,18,2005-07-26,"Lagoa Enzo Gabriel Moraes, 5
Itapoa
12534-169 Santos / BA",Ceará,Brasil,2910.37,Ensino Médio,0,Casado,0,Saúde
Eloah da Rocha,836.051.472-08,34,1989-08-13,"Parque Pedro Costa, 46
Nova Esperança
49130-283 Sales / PR",Mato Grosso,Brasil,9397.51,Ensino Superior,2,Solteiro,2,Indústria
Benício Castro,469.527.380-29,50,1974-03-29,"Trevo Cunha, 22
Candelaria
17967-534 Viana de da Conceição / AP",Goiás,Brasil,11284.78,Ensino Médio,0,Solteiro,28,Saúde
Rebeca Alves,605.812.937-03,28,1996-04-11,"Estação Azevedo, 4
Confisco
40599567 Gomes de da Rocha / SP",Rio Grande do Norte,Brasil,6475.68,Ensino Superior,2,Solteiro,9,Saúde
João Guilherme Jesus,648.025.397-38,40,1983-11-03,"Loteamento de Nascimento, 88
Santo André
88017207 Pires de Ribeiro / GO",Paraná,Brasil,6358.77,Ensino Superior,2,Casado,7,Saúde
Emanuella Silva,538.107.962-12,43,1980-08-21,"Rua Pires, 17
Beija Flor
37657092 Teixeira do Norte / MT",Sergipe,Brasil,5605.69,Ensino Médio,1,Solteiro,12,Saúde
Bruno Ferreira,690.724.853-00,56,1968-04-07,"Residencial de Jesus, 57
Esplanada
05256992 Santos / AC",Pará,Brasil,8188.75,Ensino Superior,0,Solteiro,10,Comércio
Dr. João da Rocha,410.236.987-22,23,2000-07-22,"Favela Cardoso, 21
Acaiaca
12611-108 Porto / RO",Piauí,Brasil,2527.72,Ensino Fundamental,3,Solteiro,4,Indústria
Davi Barros,835.470.926-47,76,1947-08-22,"Feira de Lopes
Braúnas
53815508 Carvalho das Flores / SC",Mato Grosso,Brasil,10869.84,Ensino Médio,0,Solteiro,52,Comércio
Ana Carolina Silveira,674.810.932-96,20,2004-01-07,"Conjunto de Farias, 846
Granja Werneck
10461-045 Almeida / SC",Piauí,Brasil,2103.22,Ensino Fundamental,2,Divorciado,1,Indústria
Felipe Vieira,941.862.537-73,62,1961-08-06,"Setor de Nogueira, 70
Jardim Montanhês
35706-711 Cardoso do Amparo / RJ",Bahia,Brasil,4220.72,Ensino Médio,0,Solteiro,2,Comércio
Ana Julia Souza,689.427.105-49,47,1977-01-31,"Viaduto Almeida, 23
Nova Granada
64060-895 Porto / AM",Rio Grande do Norte,Brasil,15048.2,Ensino Superior,0,Solteiro,23,Saúde
Eduarda Moreira,935.018.726-40,30,1993-09-06,"Área Mendes, 2
Vila Ecológica
35493-184 da Luz / SC",Espírito Santo,Brasil,6207.28,Ensino Médio,0,Casado,9,Educação
Vitória Souza,085.912.347-23,34,1989-05-03,"Ladeira de Peixoto, 660
São Marcos
01404-268 Souza do Campo / AP",Paraíba,Brasil,4028.68,Ensino Médio,0,Divorciado,4,Tecnologia
Enzo Gabriel Costela,739.240.815-14,46,1977-07-31,"Praia de da Luz, 85
Jardim Atlântico
78115240 Rodrigues / PA",Tocantins,Brasil,5604.54,Ensino Médio,2,Casado,18,Saúde
Rafael Peixoto,980.675.241-49,41,1982-07-22,"Lagoa Alana Caldeira
Alto Caiçaras
98080-577 Campos / MG",Rio Grande do Norte,Brasil,14324.03,Ensino Superior,0,Casado,20,Indústria
Danilo Moreira,716.489.253-91,37,1986-07-16,"Residencial Murilo Rodrigues, 30
Marilandia
76592904 Aragão / GO",Rio Grande do Sul,Brasil,2762.19,Ensino Fundamental,0,Viúvo,3,Indústria
Ana Laura Ribeiro,153.207.896-02,36,1987-08-16,"Jardim Pedro Henrique Correia, 538
Vila Ecológica
24436-409 Dias dos Dourados / MT",Roraima,Brasil,10038.52,Ensino Superior,3,Casado,8,Educação
Sr. Anthony Nogueira,917.834.562-64,61,1963-03-28,"Loteamento de Aragão, 97
Vila São Dimas
08402144 Costela de da Mota / ES",Bahia,Brasil,4207.44,Ensino Médio,3,Casado,19,Comércio
Sra. Emanuella Pinto,714.308.692-40,20,2003-09-02,"Rodovia de Pereira, 84
Santo Agostinho
43132-311 Moura Paulista / MS",Bahia,Brasil,2636.82,Ensino Médio,1,Divorciado,1,Comércio
Sra. Luiza Cardoso,530.749.126-34,84,1940-01-14,"Rodovia de Fogaça, 18
Caiçara - Adelaide
15662795 Duarte / SC",São Paulo,Brasil,8340.75,Ensino Médio,0,Casado,23,Tecnologia
Lorena da Mata,271.560.394-07,26,1997-08-06,"Passarela de da Rocha, 931
Barroca
21767-171 Rocha da Praia / PA",Rondônia,Brasil,4040.46,Ensino Médio,0,Casado,8,Tecnologia
Kamilly Porto,025.913.678-68,63,1960-04-13,"Núcleo de das Neves, 265
Embaúbas
83067-000 Melo / MS",Goiás,Brasil,7973.16,Ensino Médio,0,Casado,9,Educação
Dr. Davi Lucca Pires,416.720.358-80,39,1984-07-19,"Núcleo de Rezende, 43
Vila Copasa
70507-701 Cardoso / RN",Rio de Janeiro,Brasil,6711.14,Ensino Superior,0,Casado,8,Tecnologia
Eloah Costela,948.023.716-40,21,2003-02-03,"Campo Agatha Correia, 511
Leonina
23537-285 Freitas / ES",Pernambuco,Brasil,2531.48,Ensino Médio,1,Casado,3,Educação
André Sales,392.184.076-78,47,1976-11-20,"Rua de Souza, 541
Dom Cabral
29118558 Vieira / SP",Alagoas,Brasil,2433.96,Ensino Fundamental,1,Casado,13,Educação
Amanda da Mata,416.579.308-66,24,1999-10-11,"Viela de Costela
Bandeirantes
58007648 Dias / TO",Tocantins,Brasil,1830.01,Ensino Fundamental,1,Casado,2,Comércio
Ana Carolina Oliveira,957.083.621-03,73,1950-07-27,"Sítio Campos, 65
Araguaia
10859-507 Melo / BA",Tocantins,Brasil,7505.0,Ensino Superior,1,Casado,42,Comércio
Isabella Nunes,380.459.276-74,37,1986-07-11,"Esplanada Kamilly Fogaça, 708
Serra Verde
01563-000 Silva / MS",Rio de Janeiro,Brasil,4372.93,Ensino Médio,2,Solteiro,6,Comércio
Heitor Cardoso,352.174.680-17,59,1964-07-11,"Setor da Mota, 600
Lagoinha
53277455 Vieira de Barbosa / MA",São Paulo,Brasil,6802.84,Ensino Médio,1,Casado,15,Saúde
